id,age_group,occupation,income,preference,frequency,price_sensitivity,brand_preference,brand_loyalty,persona_description
657,55-64,Service/Blue,8540,Tea,Medium,Medium,Starbucks,0.21,你是一名55-64岁的Service/Blue，生活在上海。月收入约8540元。你对咖啡的需求频率是Medium。你最喜欢的口味是Tea。在价格方面，你的敏感度属于Medium。你对星巴克有一定偏好，品牌忠诚度约0.21。
658,25-34,White Collar,9542,Latte,High,Medium,MStand,0.74,你是一名25-34岁的White Collar，生活在上海。月收入约9542元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对M Stand有一定偏好，品牌忠诚度约0.74。
659,25-34,Tech/Finance,13073,Latte,High,Medium,Luckin,0.56,你是一名25-34岁的Tech/Finance，生活在上海。月收入约13073元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.56。
660,35-44,Freelance,22363,Americano,Medium,Medium,Luckin,0.79,你是一名35-44岁的Freelance，生活在上海。月收入约22363元。你对咖啡的需求频率是Medium。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.79。
661,35-44,White Collar,19144,Latte,High,Medium,Nowwa,0.74,你是一名35-44岁的White Collar，生活在上海。月收入约19144元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对Nowwa 挪瓦咖啡有一定偏好，品牌忠诚度约0.74。
662,35-44,White Collar,8391,Latte,High,Medium,Nowwa,0.65,你是一名35-44岁的White Collar，生活在上海。月收入约8391元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对Nowwa 挪瓦咖啡有一定偏好，品牌忠诚度约0.65。
663,35-44,Tech/Finance,14794,Latte,High,Medium,Luckin,0.26,你是一名35-44岁的Tech/Finance，生活在上海。月收入约14794元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.26。
664,35-44,White Collar,18315,Specialty,High,Medium,Yongbo,0.49,你是一名35-44岁的White Collar，生活在上海。月收入约18315元。你对咖啡的需求频率是High。你最喜欢的口味是Specialty。在价格方面，你的敏感度属于Medium。你对永璞咖啡有一定偏好，品牌忠诚度约0.49。
665,25-34,White Collar,11266,Specialty,High,Medium,Luckin,0.75,你是一名25-34岁的White Collar，生活在上海。月收入约11266元。你对咖啡的需求频率是High。你最喜欢的口味是Specialty。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.75。
666,35-44,Freelance,22327,Latte,Medium,Medium,Starbucks,0.21,你是一名35-44岁的Freelance，生活在上海。月收入约22327元。你对咖啡的需求频率是Medium。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对星巴克有一定偏好，品牌忠诚度约0.21。
667,25-34,White Collar,14398,Americano,High,Medium,Yongbo,0.77,你是一名25-34岁的White Collar，生活在上海。月收入约14398元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对永璞咖啡有一定偏好，品牌忠诚度约0.77。
668,65+,Retired,5149,Americano,Low,High,Starbucks,0.68,你是一名65+岁的Retired，生活在上海。月收入约5149元。你对咖啡的需求频率是Low。你最喜欢的口味是Americano。在价格方面，你的敏感度属于High。你对星巴克有一定偏好，品牌忠诚度约0.68。
669,35-44,Freelance,35460,Specialty,Medium,Low,Luckin,0.76,你是一名35-44岁的Freelance，生活在上海。月收入约35460元。你对咖啡的需求频率是Medium。你最喜欢的口味是Specialty。在价格方面，你的敏感度属于Low。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.76。
670,65+,Retired,6766,Tea,Low,High,Nowwa,0.54,你是一名65+岁的Retired，生活在上海。月收入约6766元。你对咖啡的需求频率是Low。你最喜欢的口味是Tea。在价格方面，你的敏感度属于High。你对Nowwa 挪瓦咖啡有一定偏好，品牌忠诚度约0.54。
671,35-44,White Collar,11948,Specialty,High,Medium,Luckin,0.43,你是一名35-44岁的White Collar，生活在上海。月收入约11948元。你对咖啡的需求频率是High。你最喜欢的口味是Specialty。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.43。
672,35-44,Tech/Finance,22835,Latte,High,Medium,Yongbo,0.3,你是一名35-44岁的Tech/Finance，生活在上海。月收入约22835元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对永璞咖啡有一定偏好，品牌忠诚度约0.3。
673,35-44,Tech/Finance,43698,Latte,High,Low,Arabica,0.29,你是一名35-44岁的Tech/Finance，生活在上海。月收入约43698元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Low。你对%ARABICA有一定偏好，品牌忠诚度约0.29。
674,55-64,Retired,5873,Tea,Low,High,Starbucks,0.77,你是一名55-64岁的Retired，生活在上海。月收入约5873元。你对咖啡的需求频率是Low。你最喜欢的口味是Tea。在价格方面，你的敏感度属于High。你对星巴克有一定偏好，品牌忠诚度约0.77。
675,35-44,Service/Blue,8431,Americano,Medium,Medium,Luckin,0.39,你是一名35-44岁的Service/Blue，生活在上海。月收入约8431元。你对咖啡的需求频率是Medium。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.39。
676,35-44,Tech/Finance,18181,Americano,High,Medium,Starbucks,0.49,你是一名35-44岁的Tech/Finance，生活在上海。月收入约18181元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对星巴克有一定偏好，品牌忠诚度约0.49。
677,35-44,Tech/Finance,12027,Latte,High,Medium,Nowwa,0.32,你是一名35-44岁的Tech/Finance，生活在上海。月收入约12027元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对Nowwa 挪瓦咖啡有一定偏好，品牌忠诚度约0.32。
678,25-34,Tech/Finance,17084,Latte,High,Medium,Luckin,0.75,你是一名25-34岁的Tech/Finance，生活在上海。月收入约17084元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.75。
679,65+,Retired,6470,Tea,Low,High,Starbucks,0.36,你是一名65+岁的Retired，生活在上海。月收入约6470元。你对咖啡的需求频率是Low。你最喜欢的口味是Tea。在价格方面，你的敏感度属于High。你对星巴克有一定偏好，品牌忠诚度约0.36。
680,55-64,Retired,4138,Tea,Low,High,Manner,0.39,你是一名55-64岁的Retired，生活在上海。月收入约4138元。你对咖啡的需求频率是Low。你最喜欢的口味是Tea。在价格方面，你的敏感度属于High。你对Manner Coffee有一定偏好，品牌忠诚度约0.39。
681,45-54,White Collar,13616,Latte,High,Medium,Tims,0.53,你是一名45-54岁的White Collar，生活在上海。月收入约13616元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对Tims 天好咖啡有一定偏好，品牌忠诚度约0.53。
682,25-34,White Collar,17337,Latte,High,Medium,Starbucks,0.78,你是一名25-34岁的White Collar，生活在上海。月收入约17337元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对星巴克有一定偏好，品牌忠诚度约0.78。
683,45-54,Service/Blue,7525,Latte,Medium,High,Luckin,0.34,你是一名45-54岁的Service/Blue，生活在上海。月收入约7525元。你对咖啡的需求频率是Medium。你最喜欢的口味是Latte。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.34。
684,18-24,Student,1833,Latte,Medium,High,Luckin,0.41,你是一名18-24岁的Student，生活在上海。月收入约1833元。你对咖啡的需求频率是Medium。你最喜欢的口味是Latte。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.41。
685,25-34,Service/Blue,8212,Specialty,High,Medium,Tims,0.39,你是一名25-34岁的Service/Blue，生活在上海。月收入约8212元。你对咖啡的需求频率是High。你最喜欢的口味是Specialty。在价格方面，你的敏感度属于Medium。你对Tims 天好咖啡有一定偏好，品牌忠诚度约0.39。
686,18-24,Student,2751,Specialty,Medium,High,Starbucks,0.27,你是一名18-24岁的Student，生活在上海。月收入约2751元。你对咖啡的需求频率是Medium。你最喜欢的口味是Specialty。在价格方面，你的敏感度属于High。你对星巴克有一定偏好，品牌忠诚度约0.27。
687,25-34,Tech/Finance,25128,Americano,High,Low,Nowwa,0.54,你是一名25-34岁的Tech/Finance，生活在上海。月收入约25128元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Low。你对Nowwa 挪瓦咖啡有一定偏好，品牌忠诚度约0.54。
688,45-54,White Collar,9435,Americano,High,Medium,Yongbo,0.59,你是一名45-54岁的White Collar，生活在上海。月收入约9435元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对永璞咖啡有一定偏好，品牌忠诚度约0.59。
689,18-24,Tech/Finance,34768,Americano,High,Low,Luckin,0.27,你是一名18-24岁的Tech/Finance，生活在上海。月收入约34768元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Low。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.27。
690,45-54,White Collar,13854,Latte,High,Medium,Luckin,0.44,你是一名45-54岁的White Collar，生活在上海。月收入约13854元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.44。
691,25-34,White Collar,8625,Specialty,High,Medium,Starbucks,0.35,你是一名25-34岁的White Collar，生活在上海。月收入约8625元。你对咖啡的需求频率是High。你最喜欢的口味是Specialty。在价格方面，你的敏感度属于Medium。你对星巴克有一定偏好，品牌忠诚度约0.35。
692,25-34,White Collar,8042,Specialty,High,Medium,Starbucks,0.76,你是一名25-34岁的White Collar，生活在上海。月收入约8042元。你对咖啡的需求频率是High。你最喜欢的口味是Specialty。在价格方面，你的敏感度属于Medium。你对星巴克有一定偏好，品牌忠诚度约0.76。
693,35-44,Tech/Finance,25746,Americano,High,Low,Luckin,0.38,你是一名35-44岁的Tech/Finance，生活在上海。月收入约25746元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Low。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.38。
694,35-44,White Collar,8983,Latte,High,Medium,Luckin,0.54,你是一名35-44岁的White Collar，生活在上海。月收入约8983元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.54。
695,25-34,Freelance,13603,Latte,High,Medium,MStand,0.58,你是一名25-34岁的Freelance，生活在上海。月收入约13603元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对M Stand有一定偏好，品牌忠诚度约0.58。
696,45-54,Freelance,11595,Specialty,Medium,Medium,Luckin,0.6,你是一名45-54岁的Freelance，生活在上海。月收入约11595元。你对咖啡的需求频率是Medium。你最喜欢的口味是Specialty。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.6。
697,35-44,White Collar,15592,Americano,High,Medium,Starbucks,0.3,你是一名35-44岁的White Collar，生活在上海。月收入约15592元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对星巴克有一定偏好，品牌忠诚度约0.3。
698,45-54,Freelance,12843,Americano,Medium,Medium,Yongbo,0.52,你是一名45-54岁的Freelance，生活在上海。月收入约12843元。你对咖啡的需求频率是Medium。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对永璞咖啡有一定偏好，品牌忠诚度约0.52。
699,45-54,White Collar,25386,Americano,High,Low,Luckin,0.48,你是一名45-54岁的White Collar，生活在上海。月收入约25386元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Low。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.48。
700,25-34,Service/Blue,5763,Americano,High,High,Luckin,0.37,你是一名25-34岁的Service/Blue，生活在上海。月收入约5763元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.37。
701,25-34,White Collar,7381,Latte,High,High,Luckin,0.45,你是一名25-34岁的White Collar，生活在上海。月收入约7381元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.45。
